"year","flights","origin_iso","destination_iso","originregion_name","destinationregion_name","origin_name","destination_name","ftype"
2005,4,"AL","UA","ESRA East","ESRA East","Albania","Ukraine","internal"
2005,70,"BG","LU","ESRA East","ESRA North-West","Bulgaria","Luxembourg","internal"
2005,18,"LV","CY","Other Europe","ESRA Mediterranean","Latvia","Cyprus","internal"
2005,6,"LV","HU","Other Europe","ESRA East","Latvia","Hungary","internal"
2005,11,"LU","CY","ESRA North-West","ESRA Mediterranean","Luxembourg","Cyprus","internal"
2005,1,"GI","GI","Other Europe","Other Europe","Gibraltar","Gibraltar","internal"
2005,12,"EE","HU","Other Europe","ESRA East","Estonia","Hungary","internal"
2005,9,"GE","RO","Other Europe","ESRA East","Georgia","Romania","internal"
2005,7,"GE","PL","Other Europe","ESRA East","Georgia","Poland","internal"
2005,9,"RO","PT","ESRA East","ESRA Mediterranean","Romania","Portugal","internal"
2005,46,"NL","MK","ESRA North-West","ESRA East","Netherlands","Macedonia, the former Yugoslav Republic of","internal"
2005,7,"FO","SE","ESRA North-West","ESRA North-West","Faroe Islands","Sweden","internal"
2005,315,"LT","TR","Other Europe","ESRA Mediterranean","Lithuania","Turkey","internal"
2005,26,"MT","PT","ESRA Mediterranean","ESRA Mediterranean","Malta","Portugal","internal"
2005,9,"EE","LU","Other Europe","ESRA North-West","Estonia","Luxembourg","internal"
2005,1,"DK","MD","ESRA North-West","ESRA East","Denmark","Moldova, Republic of","internal"
2005,2,"MD","LT","ESRA East","Other Europe","Moldova, Republic of","Lithuania","internal"
2005,8,"SK","NO","ESRA East","ESRA North-West","Slovakia","Norway","internal"
2005,2,"EE","BG","Other Europe","ESRA East","Estonia","Bulgaria","internal"
2005,1,"MT","SK","ESRA Mediterranean","ESRA East","Malta","Slovakia","internal"
2005,3,"GB","AL","ESRA North-West","ESRA East","United Kingdom","Albania","internal"
2005,1,"AL","NO","ESRA East","ESRA North-West","Albania","Norway","internal"
2005,21,"HR","EE","ESRA East","Other Europe","Croatia","Estonia","internal"
2005,2,"AM","MK","Other Europe","ESRA East","Armenia","Macedonia, the former Yugoslav Republic of","internal"
2005,2,"MK","AM","ESRA East","Other Europe","Macedonia, the former Yugoslav Republic of","Armenia","internal"
2005,4,"SE","SJ","ESRA North-West","ESRA North-West","Sweden","Svalbard and Jan Mayen","internal"
2005,5,"DE","SJ","ESRA North-West","ESRA North-West","Germany","Svalbard and Jan Mayen","internal"
2005,7,"MT","AM","ESRA Mediterranean","Other Europe","Malta","Armenia","internal"
2005,2,"CY","TR","ESRA Mediterranean","ESRA Mediterranean","Cyprus","Turkey","internal"
2005,6,"LU","BA","ESRA North-West","ESRA East","Luxembourg","Bosnia and Herzegovina","internal"
2005,1,"GE","LU","Other Europe","ESRA North-West","Georgia","Luxembourg","internal"
2005,1,"PL","MK","ESRA East","ESRA East","Poland","Macedonia, the former Yugoslav Republic of","internal"
2005,1,"FI","AM","ESRA North-West","Other Europe","Finland","Armenia","internal"
2005,1,"GI","SE","Other Europe","ESRA North-West","Gibraltar","Sweden","internal"
2006,254837,"NO","NO","ESRA North-West","ESRA North-West","Norway","Norway","internal"
2006,17652,"ES","NL","ESRA Mediterranean","ESRA North-West","Spain","Netherlands","internal"
2006,33831,"TR","DE","ESRA Mediterranean","ESRA North-West","Turkey","Germany","internal"
2006,316,"LV","BE","Other Europe","ESRA North-West","Latvia","Belgium","internal"
2006,4955,"AT","ES","ESRA North-West","ESRA Mediterranean","Austria","Spain","internal"
2006,20655,"CH","CH","ESRA North-West","ESRA North-West","Switzerland","Switzerland","internal"
2006,12062,"HU","DE","ESRA East","ESRA North-West","Hungary","Germany","internal"
2006,42695,"ES","IT","ESRA Mediterranean","ESRA Mediterranean","Spain","Italy","internal"
2006,27781,"DE","NL","ESRA North-West","ESRA North-West","Germany","Netherlands","internal"
2006,5891,"SE","FR","ESRA North-West","ESRA North-West","Sweden","France","internal"
2006,4651,"SE","NL","ESRA North-West","ESRA North-West","Sweden","Netherlands","internal"
2006,3403,"BG","GB","ESRA East","ESRA North-West","Bulgaria","United Kingdom","internal"
2006,18388,"GB","PT","ESRA North-West","ESRA Mediterranean","United Kingdom","Portugal","internal"
2006,2469,"FI","ES","ESRA North-West","ESRA Mediterranean","Finland","Spain","internal"
2006,992,"NO","AT","ESRA North-West","ESRA North-West","Norway","Austria","internal"
2006,47118,"GB","IT","ESRA North-West","ESRA Mediterranean","United Kingdom","Italy","internal"
2006,83975,"GB","FR","ESRA North-West","ESRA North-West","United Kingdom","France","internal"
2006,3001,"IE","NL","ESRA North-West","ESRA North-West","Ireland","Netherlands","internal"
2006,3654,"BE","GR","ESRA North-West","ESRA Mediterranean","Belgium","Greece","internal"
2006,6898,"NL","CH","ESRA North-West","ESRA North-West","Netherlands","Switzerland","internal"
2006,27242,"FR","CH","ESRA North-West","ESRA North-West","France","Switzerland","internal"
2006,14494,"BE","IT","ESRA North-West","ESRA Mediterranean","Belgium","Italy","internal"
2006,15424,"SE","DK","ESRA North-West","ESRA North-West","Sweden","Denmark","internal"
2006,11378,"AT","IT","ESRA North-West","ESRA Mediterranean","Austria","Italy","internal"
2006,2920,"PL","AT","ESRA East","ESRA North-West","Poland","Austria","internal"
2006,3444,"NL","AT","ESRA North-West","ESRA North-West","Netherlands","Austria","internal"
2006,1860,"DK","CZ","ESRA North-West","ESRA East","Denmark","Czech Republic","internal"
2006,1339,"DE","EE","ESRA North-West","Other Europe","Germany","Estonia","internal"
2006,4299,"IE","IT","ESRA North-West","ESRA Mediterranean","Ireland","Italy","internal"
2006,162704,"SE","SE","ESRA North-West","ESRA North-West","Sweden","Sweden","internal"
2006,138,"SK","DK","ESRA East","ESRA North-West","Slovakia","Denmark","internal"
2006,4180,"GR","AT","ESRA Mediterranean","ESRA North-West","Greece","Austria","internal"
2006,495,"CY","IT","ESRA Mediterranean","ESRA Mediterranean","Cyprus","Italy","internal"
2006,2684,"CH","TR","ESRA North-West","ESRA Mediterranean","Switzerland","Turkey","internal"
2006,1714,"CH","LU","ESRA North-West","ESRA North-West","Switzerland","Luxembourg","internal"
2006,1511,"FO","DK","ESRA North-West","ESRA North-West","Faroe Islands","Denmark","internal"
2006,871,"IT","BA","ESRA Mediterranean","ESRA East","Italy","Bosnia and Herzegovina","internal"
2006,653,"SE","PT","ESRA North-West","ESRA Mediterranean","Sweden","Portugal","internal"
2006,3940,"BE","TR","ESRA North-West","ESRA Mediterranean","Belgium","Turkey","internal"
2006,1821,"PL","HU","ESRA East","ESRA East","Poland","Hungary","internal"
2006,1787,"IT","BG","ESRA Mediterranean","ESRA East","Italy","Bulgaria","internal"
2006,14607,"IT","BE","ESRA Mediterranean","ESRA North-West","Italy","Belgium","internal"
2006,3226,"CH","GR","ESRA North-West","ESRA Mediterranean","Switzerland","Greece","internal"
2006,3773,"BE","DK","ESRA North-West","ESRA North-West","Belgium","Denmark","internal"
2006,4901,"ES","AT","ESRA Mediterranean","ESRA North-West","Spain","Austria","internal"
2006,2496,"SE","AT","ESRA North-West","ESRA North-West","Sweden","Austria","internal"
2006,4336,"GB","FI","ESRA North-West","ESRA North-West","United Kingdom","Finland","internal"
2006,958,"PT","DK","ESRA Mediterranean","ESRA North-West","Portugal","Denmark","internal"
2006,10407,"CZ","GB","ESRA East","ESRA North-West","Czech Republic","United Kingdom","internal"
2006,3123,"CH","DK","ESRA North-West","ESRA North-West","Switzerland","Denmark","internal"
2006,232,"ES","MT","ESRA Mediterranean","ESRA Mediterranean","Spain","Malta","internal"
2006,12595,"GB","NO","ESRA North-West","ESRA North-West","United Kingdom","Norway","internal"
2006,2340,"LT","DK","Other Europe","ESRA North-West","Lithuania","Denmark","internal"
2006,5849,"FR","PL","ESRA North-West","ESRA East","France","Poland","internal"
2006,1424,"IT","FI","ESRA Mediterranean","ESRA North-West","Italy","Finland","internal"
2006,1293,"CZ","BG","ESRA East","ESRA East","Czech Republic","Bulgaria","internal"
2006,1480,"PL","NO","ESRA East","ESRA North-West","Poland","Norway","internal"
2006,2570,"CH","PL","ESRA North-West","ESRA East","Switzerland","Poland","internal"
2006,1189,"CZ","NO","ESRA East","ESRA North-West","Czech Republic","Norway","internal"
2006,859,"PT","LU","ESRA Mediterranean","ESRA North-West","Portugal","Luxembourg","internal"
2006,2977,"SI","DE","ESRA East","ESRA North-West","Slovenia","Germany","internal"
2006,591,"NO","SJ","ESRA North-West","ESRA North-West","Norway","Svalbard and Jan Mayen","internal"
2006,3834,"DK","BE","ESRA North-West","ESRA North-West","Denmark","Belgium","internal"
2006,8079,"AT","FR","ESRA North-West","ESRA North-West","Austria","France","internal"
2006,661,"CZ","FI","ESRA East","ESRA North-West","Czech Republic","Finland","internal"
2006,1125,"RS","FR","ESRA East","ESRA North-West","Serbia","France","internal"
2006,232,"LU","HU","ESRA North-West","ESRA East","Luxembourg","Hungary","internal"
2006,983,"UA","CZ","ESRA East","ESRA East","Ukraine","Czech Republic","internal"
2006,965,"GB","SI","ESRA North-West","ESRA East","United Kingdom","Slovenia","internal"
2006,1693,"GR","HU","ESRA Mediterranean","ESRA East","Greece","Hungary","internal"
2006,1511,"TR","ES","ESRA Mediterranean","ESRA Mediterranean","Turkey","Spain","internal"
2006,517,"CY","AT","ESRA Mediterranean","ESRA North-West","Cyprus","Austria","internal"
2006,13134,"NL","NL","ESRA North-West","ESRA North-West","Netherlands","Netherlands","internal"
2006,1102,"GR","AL","ESRA Mediterranean","ESRA East","Greece","Albania","internal"
2006,869,"FI","HU","ESRA North-West","ESRA East","Finland","Hungary","internal"
2006,2348,"RS","AT","ESRA East","ESRA North-West","Serbia","Austria","internal"
2006,2203,"SK","DE","ESRA East","ESRA North-West","Slovakia","Germany","internal"
2006,643,"TR","BA","ESRA Mediterranean","ESRA East","Turkey","Bosnia and Herzegovina","internal"
2006,223,"SI","NL","ESRA East","ESRA North-West","Slovenia","Netherlands","internal"
2006,1546,"HU","BE","ESRA East","ESRA North-West","Hungary","Belgium","internal"
2006,826,"HU","IE","ESRA East","ESRA North-West","Hungary","Ireland","internal"
2006,536,"NO","LT","ESRA North-West","Other Europe","Norway","Lithuania","internal"
2006,1371,"SE","EE","ESRA North-West","Other Europe","Sweden","Estonia","internal"
2006,2075,"RO","GR","ESRA East","ESRA Mediterranean","Romania","Greece","internal"
2006,706,"CH","SI","ESRA North-West","ESRA East","Switzerland","Slovenia","internal"
2006,351,"RO","CY","ESRA East","ESRA Mediterranean","Romania","Cyprus","internal"
2006,221,"NL","SI","ESRA North-West","ESRA East","Netherlands","Slovenia","internal"
2006,1094,"HR","BA","ESRA East","ESRA East","Croatia","Bosnia and Herzegovina","internal"
2006,185,"CZ","PT","ESRA East","ESRA Mediterranean","Czech Republic","Portugal","internal"
2006,116,"GB","GE","ESRA North-West","Other Europe","United Kingdom","Georgia","internal"
2006,1695,"HU","BG","ESRA East","ESRA East","Hungary","Bulgaria","internal"
2006,201,"CY","RS","ESRA Mediterranean","ESRA East","Cyprus","Serbia","internal"
2006,730,"IE","LV","ESRA North-West","Other Europe","Ireland","Latvia","internal"
2006,381,"CY","HU","ESRA Mediterranean","ESRA East","Cyprus","Hungary","internal"
2006,1204,"LT","PL","Other Europe","ESRA East","Lithuania","Poland","internal"
2006,671,"RO","BE","ESRA East","ESRA North-West","Romania","Belgium","internal"
2006,1396,"LT","FI","Other Europe","ESRA North-West","Lithuania","Finland","internal"
2006,120,"BG","MT","ESRA East","ESRA Mediterranean","Bulgaria","Malta","internal"
2006,12,"CH","MD","ESRA North-West","ESRA East","Switzerland","Moldova, Republic of","internal"
2006,1383,"FI","LT","ESRA North-West","Other Europe","Finland","Lithuania","internal"
2006,76,"LV","GR","Other Europe","ESRA Mediterranean","Latvia","Greece","internal"
2006,215,"BE","EE","ESRA North-West","Other Europe","Belgium","Estonia","internal"
2006,1276,"HU","HR","ESRA East","ESRA East","Hungary","Croatia","internal"
2006,981,"GR","RS","ESRA Mediterranean","ESRA East","Greece","Serbia","internal"
2006,122,"MD","GR","ESRA East","ESRA Mediterranean","Moldova, Republic of","Greece","internal"
2006,332,"PL","EE","ESRA East","Other Europe","Poland","Estonia","internal"
2006,529,"CZ","EE","ESRA East","Other Europe","Czech Republic","Estonia","internal"
2006,505,"RS","HR","ESRA East","ESRA East","Serbia","Croatia","internal"
2006,2227,"GR","DK","ESRA Mediterranean","ESRA North-West","Greece","Denmark","internal"
2006,496,"AT","MD","ESRA North-West","ESRA East","Austria","Moldova, Republic of","internal"
2006,634,"FR","CY","ESRA North-West","ESRA Mediterranean","France","Cyprus","internal"
2006,606,"BG","PL","ESRA East","ESRA East","Bulgaria","Poland","internal"
2006,141,"RS","BG","ESRA East","ESRA East","Serbia","Bulgaria","internal"
2006,1074,"CZ","TR","ESRA East","ESRA Mediterranean","Czech Republic","Turkey","internal"
2006,468,"PT","NO","ESRA Mediterranean","ESRA North-West","Portugal","Norway","internal"
2006,241,"SI","DK","ESRA East","ESRA North-West","Slovenia","Denmark","internal"
2006,838,"MD","TR","ESRA East","ESRA Mediterranean","Moldova, Republic of","Turkey","internal"
2006,296,"BG","CY","ESRA East","ESRA Mediterranean","Bulgaria","Cyprus","internal"
2006,716,"HR","SI","ESRA East","ESRA East","Croatia","Slovenia","internal"
2006,833,"TR","MD","ESRA Mediterranean","ESRA East","Turkey","Moldova, Republic of","internal"
2006,504,"ES","UA","ESRA Mediterranean","ESRA East","Spain","Ukraine","internal"
2006,218,"AM","TR","Other Europe","ESRA Mediterranean","Armenia","Turkey","internal"
2006,173,"CZ","AM","ESRA East","Other Europe","Czech Republic","Armenia","internal"
2006,349,"CZ","CY","ESRA East","ESRA Mediterranean","Czech Republic","Cyprus","internal"
2006,49,"RO","MT","ESRA East","ESRA Mediterranean","Romania","Malta","internal"
2006,261,"CY","PL","ESRA Mediterranean","ESRA East","Cyprus","Poland","internal"
2006,103,"LT","ES","Other Europe","ESRA Mediterranean","Lithuania","Spain","internal"
2006,11,"LU","BA","ESRA North-West","ESRA East","Luxembourg","Bosnia and Herzegovina","internal"
2006,250,"IT","LT","ESRA Mediterranean","Other Europe","Italy","Lithuania","internal"
2006,193,"CZ","MD","ESRA East","ESRA East","Czech Republic","Moldova, Republic of","internal"
2006,51,"MD","CY","ESRA East","ESRA Mediterranean","Moldova, Republic of","Cyprus","internal"
2006,369,"RS","SE","ESRA East","ESRA North-West","Serbia","Sweden","internal"
2006,497,"MD","AT","ESRA East","ESRA North-West","Moldova, Republic of","Austria","internal"
2006,38,"PT","BG","ESRA Mediterranean","ESRA East","Portugal","Bulgaria","internal"
2006,715,"SE","IE","ESRA North-West","ESRA North-West","Sweden","Ireland","internal"
2006,258,"AM","AT","Other Europe","ESRA North-West","Armenia","Austria","internal"
2006,234,"UA","BE","ESRA East","ESRA North-West","Ukraine","Belgium","internal"
2006,84,"PT","MD","ESRA Mediterranean","ESRA East","Portugal","Moldova, Republic of","internal"
2006,230,"CY","DK","ESRA Mediterranean","ESRA North-West","Cyprus","Denmark","internal"
2006,531,"GE","TR","Other Europe","ESRA Mediterranean","Georgia","Turkey","internal"
2006,6,"RS","PT","ESRA East","ESRA Mediterranean","Serbia","Portugal","internal"
2006,156,"MK","MK","ESRA East","ESRA East","Macedonia, the former Yugoslav Republic of","Macedonia, the former Yugoslav Republic of","internal"
2006,95,"ES","RS","ESRA Mediterranean","ESRA East","Spain","Serbia","internal"
2006,225,"IE","CY","ESRA North-West","ESRA Mediterranean","Ireland","Cyprus","internal"
2006,10,"CH","AL","ESRA North-West","ESRA East","Switzerland","Albania","internal"
2006,97,"NL","AM","ESRA North-West","Other Europe","Netherlands","Armenia","internal"
2006,202,"RS","SK","ESRA East","ESRA East","Serbia","Slovakia","internal"
2006,49,"IE","RS","ESRA North-West","ESRA East","Ireland","Serbia","internal"
2006,16,"DE","GI","ESRA North-West","Other Europe","Germany","Gibraltar","internal"
2006,39,"SI","RO","ESRA East","ESRA East","Slovenia","Romania","internal"
2006,31,"GI","PT","Other Europe","ESRA Mediterranean","Gibraltar","Portugal","internal"
2006,3,"PT","BA","ESRA Mediterranean","ESRA East","Portugal","Bosnia and Herzegovina","internal"
2006,40,"IE","LU","ESRA North-West","ESRA North-West","Ireland","Luxembourg","internal"
2006,3,"MK","DK","ESRA East","ESRA North-West","Macedonia, the former Yugoslav Republic of","Denmark","internal"
2006,33,"GE","CY","Other Europe","ESRA Mediterranean","Georgia","Cyprus","internal"
2006,61,"FR","GI","ESRA North-West","Other Europe","France","Gibraltar","internal"
2006,747,"EE","LT","Other Europe","Other Europe","Estonia","Lithuania","internal"
2006,4,"MD","CH","ESRA East","ESRA North-West","Moldova, Republic of","Switzerland","internal"
2006,8,"AL","BA","ESRA East","ESRA East","Albania","Bosnia and Herzegovina","internal"
2006,618,"LV","LT","Other Europe","Other Europe","Latvia","Lithuania","internal"
2006,287,"HR","ES","ESRA East","ESRA Mediterranean","Croatia","Spain","internal"
2006,7,"FO","SE","ESRA North-West","ESRA North-West","Faroe Islands","Sweden","internal"
2006,7,"IE","BA","ESRA North-West","ESRA East","Ireland","Bosnia and Herzegovina","internal"
2006,11,"FI","SK","ESRA North-West","ESRA East","Finland","Slovakia","internal"
2006,7,"SK","LU","ESRA East","ESRA North-West","Slovakia","Luxembourg","internal"
2006,693,"SK","GR","ESRA East","ESRA Mediterranean","Slovakia","Greece","internal"
2006,10,"EE","HU","Other Europe","ESRA East","Estonia","Hungary","internal"
2006,6,"AM","CH","Other Europe","ESRA North-West","Armenia","Switzerland","internal"
2006,24,"CH","GI","ESRA North-West","Other Europe","Switzerland","Gibraltar","internal"
2006,23,"BG","LV","ESRA East","Other Europe","Bulgaria","Latvia","internal"
2006,12,"SK","MD","ESRA East","ESRA East","Slovakia","Moldova, Republic of","internal"
2006,5,"BE","BA","ESRA North-West","ESRA East","Belgium","Bosnia and Herzegovina","internal"
2006,4,"TR","CY","ESRA Mediterranean","ESRA Mediterranean","Turkey","Cyprus","internal"
2006,78,"BG","SI","ESRA East","ESRA East","Bulgaria","Slovenia","internal"
2006,31,"AL","HR","ESRA East","ESRA East","Albania","Croatia","internal"
2006,64,"LT","HU","Other Europe","ESRA East","Lithuania","Hungary","internal"
2006,48,"RO","HR","ESRA East","ESRA East","Romania","Croatia","internal"
2006,6,"BE","AL","ESRA North-West","ESRA East","Belgium","Albania","internal"
2006,5,"BA","SK","ESRA East","ESRA East","Bosnia and Herzegovina","Slovakia","internal"
2006,3,"MK","ES","ESRA East","ESRA Mediterranean","Macedonia, the former Yugoslav Republic of","Spain","internal"
2006,2,"SJ","FR","ESRA North-West","ESRA North-West","Svalbard and Jan Mayen","France","internal"
2006,12,"NO","LU","ESRA North-West","ESRA North-West","Norway","Luxembourg","internal"
2006,14,"FR","AL","ESRA North-West","ESRA East","France","Albania","internal"
2006,414,"BG","NO","ESRA East","ESRA North-West","Bulgaria","Norway","internal"
2006,530,"BG","SE","ESRA East","ESRA North-West","Bulgaria","Sweden","internal"
2006,199,"SI","AL","ESRA East","ESRA East","Slovenia","Albania","internal"
2006,44,"LU","HR","ESRA North-West","ESRA East","Luxembourg","Croatia","internal"
2006,36,"BA","FI","ESRA East","ESRA North-West","Bosnia and Herzegovina","Finland","internal"
2006,2,"FI","GE","ESRA North-West","Other Europe","Finland","Georgia","internal"
2006,37,"LT","HR","Other Europe","ESRA East","Lithuania","Croatia","internal"
2006,22,"SI","IE","ESRA East","ESRA North-West","Slovenia","Ireland","internal"
2006,1,"NO","GE","ESRA North-West","Other Europe","Norway","Georgia","internal"
2006,3,"MK","LU","ESRA East","ESRA North-West","Macedonia, the former Yugoslav Republic of","Luxembourg","internal"
2006,9,"BA","RO","ESRA East","ESRA East","Bosnia and Herzegovina","Romania","internal"
2006,195,"AL","SI","ESRA East","ESRA East","Albania","Slovenia","internal"
2006,44,"MT","CZ","ESRA Mediterranean","ESRA East","Malta","Czech Republic","internal"
2006,7,"HU","LV","ESRA East","Other Europe","Hungary","Latvia","internal"
2006,56,"LU","BG","ESRA North-West","ESRA East","Luxembourg","Bulgaria","internal"
2006,5,"MT","BA","ESRA Mediterranean","ESRA East","Malta","Bosnia and Herzegovina","internal"
2006,5,"BA","AL","ESRA East","ESRA East","Bosnia and Herzegovina","Albania","internal"
2006,21,"CY","LT","ESRA Mediterranean","Other Europe","Cyprus","Lithuania","internal"
2006,2,"FI","GI","ESRA North-West","Other Europe","Finland","Gibraltar","internal"
2006,9,"GB","MK","ESRA North-West","ESRA East","United Kingdom","Macedonia, the former Yugoslav Republic of","internal"
2006,3,"MD","NL","ESRA East","ESRA North-West","Moldova, Republic of","Netherlands","internal"
2006,3,"GE","SK","Other Europe","ESRA East","Georgia","Slovakia","internal"
2006,1,"MD","PL","ESRA East","ESRA East","Moldova, Republic of","Poland","internal"
2006,15,"LT","RS","Other Europe","ESRA East","Lithuania","Serbia","internal"
2006,1,"SK","MT","ESRA East","ESRA Mediterranean","Slovakia","Malta","internal"
2006,2,"LT","AL","Other Europe","ESRA East","Lithuania","Albania","internal"
2006,6,"ES","BA","ESRA Mediterranean","ESRA East","Spain","Bosnia and Herzegovina","internal"
2006,2,"MK","SK","ESRA East","ESRA East","Macedonia, the former Yugoslav Republic of","Slovakia","internal"
2006,1,"SE","AL","ESRA North-West","ESRA East","Sweden","Albania","internal"
2006,4,"GE","MD","Other Europe","ESRA East","Georgia","Moldova, Republic of","internal"
2006,17,"ES","GI","ESRA Mediterranean","Other Europe","Spain","Gibraltar","internal"
2006,1,"DK","MD","ESRA North-West","ESRA East","Denmark","Moldova, Republic of","internal"
2007,263234,"NO","NO","ESRA North-West","ESRA North-West","Norway","Norway","internal"
2007,444,"AM","UA","Other Europe","ESRA East","Armenia","Ukraine","internal"
2007,19456,"NL","ES","ESRA North-West","ESRA Mediterranean","Netherlands","Spain","internal"
2007,2201,"FI","NL","ESRA North-West","ESRA North-West","Finland","Netherlands","internal"
2007,2038,"SE","LV","ESRA North-West","Other Europe","Sweden","Latvia","internal"
2007,5853,"FI","DK","ESRA North-West","ESRA North-West","Finland","Denmark","internal"
2007,3064,"MT","IT","ESRA Mediterranean","ESRA Mediterranean","Malta","Italy","internal"
2007,84819,"FR","GB","ESRA North-West","ESRA North-West","France","United Kingdom","internal"
2007,1492,"GR","BG","ESRA Mediterranean","ESRA East","Greece","Bulgaria","internal"
2007,11842,"HU","DE","ESRA East","ESRA North-West","Hungary","Germany","internal"
2007,5288,"ES","AT","ESRA Mediterranean","ESRA North-West","Spain","Austria","internal"
2007,13563,"CZ","DE","ESRA East","ESRA North-West","Czech Republic","Germany","internal"
2007,5837,"IT","PT","ESRA Mediterranean","ESRA Mediterranean","Italy","Portugal","internal"
2007,345,"FI","PT","ESRA North-West","ESRA Mediterranean","Finland","Portugal","internal"
2007,14016,"NL","IT","ESRA North-West","ESRA Mediterranean","Netherlands","Italy","internal"
2007,31741,"CH","GB","ESRA North-West","ESRA North-West","Switzerland","United Kingdom","internal"
2007,48710,"DE","AT","ESRA North-West","ESRA North-West","Germany","Austria","internal"
2007,9136,"AT","CH","ESRA North-West","ESRA North-West","Austria","Switzerland","internal"
2007,11737,"SE","GB","ESRA North-West","ESRA North-West","Sweden","United Kingdom","internal"
2007,29742,"AT","AT","ESRA North-West","ESRA North-West","Austria","Austria","internal"
2007,27706,"NL","DE","ESRA North-West","ESRA North-West","Netherlands","Germany","internal"
2007,634,"MK","AT","ESRA East","ESRA North-West","Macedonia, the former Yugoslav Republic of","Austria","internal"
2007,13012,"FR","PT","ESRA North-West","ESRA Mediterranean","France","Portugal","internal"
2007,31568,"GB","CH","ESRA North-West","ESRA North-West","United Kingdom","Switzerland","internal"
2007,2372,"CH","SE","ESRA North-West","ESRA North-West","Switzerland","Sweden","internal"
2007,9817,"IE","FR","ESRA North-West","ESRA North-West","Ireland","France","internal"
2007,1079,"AT","LU","ESRA North-West","ESRA North-West","Austria","Luxembourg","internal"
2007,2253,"AT","DK","ESRA North-West","ESRA North-West","Austria","Denmark","internal"
2007,759,"TR","BG","ESRA Mediterranean","ESRA East","Turkey","Bulgaria","internal"
2007,858,"GB","EE","ESRA North-West","Other Europe","United Kingdom","Estonia","internal"
2007,1985,"IE","BE","ESRA North-West","ESRA North-West","Ireland","Belgium","internal"
2007,2289,"GR","ES","ESRA Mediterranean","ESRA Mediterranean","Greece","Spain","internal"
2007,4654,"IE","IT","ESRA North-West","ESRA Mediterranean","Ireland","Italy","internal"
2007,11698,"GB","SE","ESRA North-West","ESRA North-West","United Kingdom","Sweden","internal"
2007,9830,"GB","CZ","ESRA North-West","ESRA East","United Kingdom","Czech Republic","internal"
2007,509,"CY","IT","ESRA Mediterranean","ESRA Mediterranean","Cyprus","Italy","internal"
2007,4580,"PT","CH","ESRA Mediterranean","ESRA North-West","Portugal","Switzerland","internal"
2007,4794,"NL","SE","ESRA North-West","ESRA North-West","Netherlands","Sweden","internal"
2007,1947,"TR","DK","ESRA Mediterranean","ESRA North-West","Turkey","Denmark","internal"
2007,2785,"LU","FR","ESRA North-West","ESRA North-West","Luxembourg","France","internal"
2007,2349,"NL","PL","ESRA North-West","ESRA East","Netherlands","Poland","internal"
2007,2458,"HU","NL","ESRA East","ESRA North-West","Hungary","Netherlands","internal"
2007,4190,"PT","NL","ESRA Mediterranean","ESRA North-West","Portugal","Netherlands","internal"
2007,18567,"DK","NO","ESRA North-West","ESRA North-West","Denmark","Norway","internal"
2007,1496,"TR","PL","ESRA Mediterranean","ESRA East","Turkey","Poland","internal"
2007,8561,"NO","DE","ESRA North-West","ESRA North-West","Norway","Germany","internal"
2007,5752,"DK","NL","ESRA North-West","ESRA North-West","Denmark","Netherlands","internal"
2007,1905,"BE","IE","ESRA North-West","ESRA North-West","Belgium","Ireland","internal"
2007,4056,"AT","CZ","ESRA North-West","ESRA East","Austria","Czech Republic","internal"
2007,663,"PT","SE","ESRA Mediterranean","ESRA North-West","Portugal","Sweden","internal"
2007,790,"PT","DK","ESRA Mediterranean","ESRA North-West","Portugal","Denmark","internal"
2007,4180,"SK","CZ","ESRA East","ESRA East","Slovakia","Czech Republic","internal"
2007,3741,"NL","AT","ESRA North-West","ESRA North-West","Netherlands","Austria","internal"
2007,1231,"LT","FI","Other Europe","ESRA North-West","Lithuania","Finland","internal"
2007,268,"CY","MT","ESRA Mediterranean","ESRA Mediterranean","Cyprus","Malta","internal"
2007,4124,"AT","GR","ESRA North-West","ESRA Mediterranean","Austria","Greece","internal"
2007,9877,"CZ","GB","ESRA East","ESRA North-West","Czech Republic","United Kingdom","internal"
2007,16647,"PL","GB","ESRA East","ESRA North-West","Poland","United Kingdom","internal"
2007,872,"EE","GB","Other Europe","ESRA North-West","Estonia","United Kingdom","internal"
2007,4397,"FI","GB","ESRA North-West","ESRA North-West","Finland","United Kingdom","internal"
2007,3936,"IT","TR","ESRA Mediterranean","ESRA Mediterranean","Italy","Turkey","internal"
2007,1141,"GI","GB","Other Europe","ESRA North-West","Gibraltar","United Kingdom","internal"
2007,4164,"CZ","SK","ESRA East","ESRA East","Czech Republic","Slovakia","internal"
2007,5256,"NL","GR","ESRA North-West","ESRA Mediterranean","Netherlands","Greece","internal"
2007,1123,"NL","UA","ESRA North-West","ESRA East","Netherlands","Ukraine","internal"
2007,1077,"DE","EE","ESRA North-West","Other Europe","Germany","Estonia","internal"
2007,1439,"SI","RS","ESRA East","ESRA East","Slovenia","Serbia","internal"
2007,3719,"AT","TR","ESRA North-West","ESRA Mediterranean","Austria","Turkey","internal"
2007,573,"SI","MK","ESRA East","ESRA East","Slovenia","Macedonia, the former Yugoslav Republic of","internal"
2007,981,"AT","SK","ESRA North-West","ESRA East","Austria","Slovakia","internal"
2007,1057,"LT","SE","Other Europe","ESRA North-West","Lithuania","Sweden","internal"
